,time,temperature,humidity
0,1575000854.754605,12.366666666666667,51.2
1,1575000917.347511,11.366666666666667,53.333333333333336
2,1575000979.950596,11.0,54.4
3,1575001042.5597892,10.533333333333333,55.233333333333334
4,1575001105.1640198,10.0,55.86666666666667
5,1575001167.766533,10.0,56.733333333333334
6,1575001230.370114,9.666666666666666,57.6
7,1575001292.971395,9.0,58.7
8,1575001355.570049,9.0,59.766666666666666
9,1575001418.145832,9.0,60.7
10,1575001480.7345278,8.6,61.63333333333333
11,1575001543.328291,8.033333333333333,62.0
12,1575001605.923425,8.0,62.0
13,1575001668.52216,8.0,62.53333333333333
14,1575001731.120425,8.0,63.96666666666667
15,1575001793.712148,8.0,64.0
16,1575001856.299319,8.0,64.0
17,1575001918.8877661,7.466666666666667,64.73333333333333
18,1575001981.478785,7.0,65.53333333333333
19,1575002044.072733,7.0,66.0
20,1575002106.664809,7.0,66.06666666666666
21,1575002169.262418,7.0,66.96666666666667
22,1575002231.856822,7.0,66.3
23,1575002294.4532151,7.0,67.0
24,1575002357.047833,7.0,67.13333333333334
25,1575002419.643803,7.0,68.0
26,1575002482.2359462,7.0,68.0
27,1575002544.825844,7.0,68.0
28,1575002607.418711,6.966666666666667,68.06666666666666
29,1575002670.0076768,7.0,68.8
30,1575002732.6005971,7.0,68.4
31,1575002795.193682,6.5,69.0
32,1575002857.785793,6.1,69.0
33,1575002920.374907,6.0,69.0
34,1575002982.96899,6.0,69.96666666666667
35,1575003045.563988,6.0,70.0
36,1575003108.156513,6.0,69.96666666666667
37,1575003170.749321,6.033333333333333,69.1
38,1575003233.342043,6.066666666666666,69.0
39,1575003295.93185,6.0,69.7
40,1575003358.524689,6.0,70.0
41,1575003421.117178,6.0,70.0
42,1575003483.709776,6.0,70.0
43,1575003546.302783,6.0,70.66666666666667
44,1575003608.896118,6.0,71.0
45,1575003671.488123,6.0,71.0
46,1575003734.079784,6.0,71.0
47,1575003796.672589,6.0,71.0
48,1575003859.26595,6.0,71.83333333333333
49,1575003921.864308,6.0,71.1
50,1575003984.52004,6.0,71.13333333333334
51,1575004047.143202,6.0,71.0
52,1575004109.757799,6.0,71.0
53,1575004172.3600788,6.0,70.46666666666667
54,1575004234.8835359,6.0,70.0
55,1575004297.4460769,6.0,70.0
56,1575004360.02283,6.0,70.0
57,1575004422.609739,6.0,69.53333333333333
58,1575004485.276095,6.0,69.0
59,1575004547.907881,6.0,69.0
60,1575004610.5186038,6.0,69.0
61,1575004673.126347,6.0,69.0
62,1575004735.650925,6.0,69.76666666666667
63,1575004798.204814,6.0,70.0
64,1575004860.782507,6.0,70.0
65,1575004923.366427,6.0,70.0
66,1575004986.032861,6.0,70.0
67,1575005048.679091,5.933333333333334,70.3
68,1575005111.2957132,5.133333333333334,71.0
69,1575005173.90683,5.033333333333333,71.0
70,1575005236.50251,5.0,71.26666666666667
71,1575005299.087425,5.0,71.13333333333334
72,1575005361.68051,5.0,71.4
73,1575005424.278185,5.0,71.26666666666667
74,1575005486.8737972,5.0,71.0
75,1575005549.4741962,5.733333333333333,70.93333333333334
76,1575005612.075015,5.033333333333333,70.96666666666667
77,1575005674.67996,5.0,71.0
78,1575005737.258944,5.0,71.0
79,1575005799.829315,5.0,71.36666666666666
80,1575005862.409207,5.0,71.26666666666667
81,1575005924.9946551,5.0,71.0
82,1575005987.585574,5.0,71.0
83,1575006050.178366,5.0,70.2
84,1575006112.77222,5.033333333333333,70.0
85,1575006175.36343,5.566666666666666,70.0
86,1575006237.959116,5.466666666666667,69.53333333333333
87,1575006300.551767,5.0,70.0
88,1575006363.146715,5.0,70.6
89,1575006425.743772,5.0,70.96666666666667
90,1575006488.3403358,5.0,71.0
91,1575006550.936892,5.0,70.7
92,1575006613.532418,5.0,70.9
93,1575006676.1294131,5.0,71.0
94,1575006738.72619,5.0,70.56666666666666
95,1575006801.325298,5.0,70.1
96,1575006863.921842,5.0,70.4
97,1575006926.515724,5.0,71.0
98,1575006989.111259,5.0,70.43333333333334
99,1575007051.707923,5.0,70.76666666666667
100,1575007114.303983,5.0,70.03333333333333
101,1575007176.8978481,5.0,70.3
102,1575007239.493267,5.0,71.0
103,1575007302.0860472,5.0,70.06666666666666
104,1575007364.683027,5.0,70.0
105,1575007427.278206,5.0,69.9
106,1575007489.8742142,5.0,70.06666666666666
107,1575007552.46718,5.0,71.0
108,1575007615.0670161,5.0,71.0
109,1575007677.6639519,5.0,71.0
110,1575007740.263977,5.0,71.0
111,1575007802.86029,5.0,71.06666666666666
112,1575007865.4564269,5.0,71.83333333333333
113,1575007928.049025,5.0,72.0
114,1575007990.642122,5.0,71.86666666666666
115,1575008053.2378929,5.0,71.66666666666667
116,1575008115.830542,4.266666666666667,71.4
117,1575008178.426204,4.333333333333333,72.0
118,1575008241.019332,4.566666666666666,71.56666666666666
119,1575008303.611057,4.7,71.7
120,1575008366.203812,4.033333333333333,71.63333333333334
121,1575008428.796431,4.0,71.93333333333334
122,1575008491.3890052,4.033333333333333,71.03333333333333
123,1575008553.984345,4.0,71.4
124,1575008616.578107,4.0,72.0
125,1575008679.169773,4.1,71.23333333333333
126,1575008741.762949,4.066666666666666,71.06666666666666
127,1575008804.358978,4.0,71.56666666666666
128,1575008866.951334,4.0,71.33333333333333
129,1575008929.5438,4.0,71.0
130,1575008992.139844,4.233333333333333,70.93333333333334
131,1575009054.733601,4.0,70.9
132,1575009117.329281,4.033333333333333,71.16666666666667
133,1575009179.925632,4.233333333333333,70.73333333333333
134,1575009242.518855,4.266666666666667,70.5
135,1575009305.110739,4.0,70.76666666666667
136,1575009367.702389,4.0,71.4
137,1575009430.2951689,4.0,71.96666666666667
138,1575009492.885585,4.0,71.2
139,1575009555.479158,4.0,71.6
140,1575009618.069465,4.1,71.43333333333334
141,1575009680.659122,5.0,71.3
142,1575009743.253393,4.633333333333334,70.8
143,1575009805.844326,4.066666666666666,70.86666666666666
144,1575009868.438313,4.733333333333333,71.3
145,1575009931.0287411,4.1,71.1
146,1575009993.622924,4.033333333333333,71.03333333333333
147,1575010056.214931,4.0,71.43333333333334
148,1575010118.809791,4.0,72.0
149,1575010181.400625,4.0,72.36666666666666
150,1575010243.991792,4.0,72.9
151,1575010306.5834231,4.0,72.93333333333334
152,1575010369.175761,4.0,73.0
153,1575010431.768554,4.0,73.0
154,1575010494.3583949,4.0,72.36666666666666
155,1575010556.949373,4.0,72.0
156,1575010619.541456,4.0,72.0
157,1575010682.1326869,4.0,72.0
158,1575010744.724326,4.0,72.0
159,1575010807.3164241,4.0,71.53333333333333
160,1575010869.91061,4.0,71.0
161,1575010932.5040839,4.0,71.8
162,1575010995.0960789,4.0,72.0
163,1575011057.6873689,4.0,71.03333333333333
164,1575011120.2836869,4.0,71.43333333333334
165,1575011182.8782911,4.0,71.96666666666667
166,1575011245.470717,4.0,71.23333333333333
167,1575011308.065799,4.0,71.0
168,1575011370.658965,4.0,71.26666666666667
169,1575011433.246881,4.0,72.0
170,1575011495.832582,4.0,72.0
171,1575011558.41806,4.0,72.0
172,1575011621.0061789,4.0,71.9
173,1575011683.594087,4.0,71.96666666666667
174,1575011746.183575,4.0,72.03333333333333
175,1575011808.768385,4.0,72.0
176,1575011871.357683,4.0,72.23333333333333
177,1575011933.9427972,4.0,72.03333333333333
178,1575011996.531879,4.0,72.0
179,1575012059.125742,4.0,72.0
180,1575012121.709232,4.0,71.96666666666667
181,1575012184.299308,4.0,72.0
182,1575012246.8886962,4.0,72.0
183,1575012309.4797401,4.0,71.73333333333333
184,1575012372.070472,4.0,71.8
185,1575012434.659601,4.0,72.0
186,1575012497.251041,4.0,72.0
187,1575012559.83792,4.0,71.43333333333334
188,1575012622.4294028,4.0,71.0
189,1575012685.023139,4.0,71.26666666666667
190,1575012747.613983,4.0,71.0
191,1575012810.209234,4.0,71.0
192,1575012872.803981,4.0,71.0
193,1575012935.395723,4.0,71.0
194,1575012997.990849,4.0,71.1
195,1575013060.581034,4.0,71.0
196,1575013123.172914,4.0,71.0
197,1575013185.767701,4.0,71.06666666666666
198,1575013248.359112,4.0,71.0
199,1575013310.949837,4.0,71.0
200,1575013373.545149,4.0,71.0
201,1575013436.139462,4.0,71.0
202,1575013498.7315311,4.0,71.0
203,1575013561.32623,4.0,71.3
204,1575013623.918064,4.0,70.9
205,1575013686.511558,4.0,70.23333333333333
206,1575013749.102517,4.0,71.0
207,1575013811.694428,4.0,70.53333333333333
208,1575013874.288903,4.0,70.0
209,1575013936.880182,4.0,70.06666666666666
210,1575013999.474494,4.0,71.0
211,1575014062.069491,4.0,71.0
212,1575014124.664547,4.0,71.0
213,1575014187.257278,4.0,71.0
214,1575014249.852454,4.0,71.0
215,1575014312.4474618,4.0,71.0
216,1575014375.0422802,4.0,71.0
217,1575014437.637732,4.0,71.0
218,1575014500.232701,4.0,70.4
219,1575014562.824394,4.0,70.53333333333333
220,1575014625.419323,4.0,70.0
221,1575014688.009915,4.0,70.0
222,1575014750.60601,4.0,70.03333333333333
223,1575014813.199461,4.0,70.96666666666667
224,1575014875.792361,4.0,72.0
225,1575014938.383491,4.0,71.93333333333334
226,1575015000.966966,3.933333333333333,72.0
227,1575015063.556993,3.966666666666667,72.0
228,1575015126.1433141,4.0,71.9
229,1575015188.731981,4.0,71.5
230,1575015251.322187,4.0,71.63333333333334
231,1575015313.9140348,4.0,71.56666666666666
232,1575015376.508001,4.0,71.96666666666667
233,1575015439.096569,3.1666666666666665,72.76666666666667
234,1575015501.6913831,3.0,73.0
235,1575015564.289602,3.5,73.0
236,1575015626.884139,4.0,73.0
237,1575015689.479049,4.0,72.8
238,1575015752.071828,4.0,72.3
239,1575015814.6626608,4.0,72.0
240,1575015877.255252,4.0,72.0
241,1575015939.845887,4.0,72.0
242,1575016002.437318,4.0,72.0
243,1575016065.026884,4.0,72.0
244,1575016127.6167119,4.0,72.0
245,1575016190.2069411,3.9,72.0
246,1575016252.795726,3.6333333333333333,72.13333333333334
247,1575016315.3875608,3.033333333333333,72.3
248,1575016377.983335,3.3666666666666667,72.13333333333334
249,1575016440.572916,3.966666666666667,72.0
250,1575016503.1609368,3.1333333333333333,72.0
251,1575016565.7528288,3.3,72.43333333333334
252,1575016628.345024,4.0,72.46666666666667
253,1575016690.9369268,4.0,71.46666666666667
254,1575016753.529905,4.0,71.56666666666666
255,1575016816.120047,4.0,71.43333333333334
256,1575016878.712509,4.0,70.93333333333334
257,1575016941.305565,4.0,70.0
258,1575017003.89964,4.0,70.36666666666666
259,1575017066.491987,3.2,71.7
260,1575017129.084478,3.0,72.36666666666666
261,1575017191.677282,3.0,73.0
262,1575017254.2721698,3.0,73.0
263,1575017317.641963,3.0,73.0
264,1575017379.464297,3.0,72.6
265,1575017442.0549119,3.0,72.0
266,1575017504.646675,3.1,72.0
267,1575017567.2377071,3.933333333333333,71.13333333333334
268,1575017629.82806,3.066666666666667,71.16666666666667
269,1575017692.422809,3.533333333333333,71.83333333333333
270,1575017755.013459,3.966666666666667,71.06666666666666
271,1575017817.6049368,3.433333333333333,71.23333333333333
272,1575017880.1963868,3.0,72.0
273,1575017942.7883382,3.0,72.93333333333334
274,1575018005.3804991,3.0,72.16666666666667
275,1575018067.974019,3.0,71.96666666666667
276,1575018130.5651631,3.3,71.63333333333334
277,1575018193.1561651,3.0,72.0
278,1575018255.748443,3.0,72.5
279,1575018318.340208,3.0,73.0
280,1575018380.933882,3.0,73.0
281,1575018443.529193,3.0,73.0
282,1575018506.121463,3.0,72.46666666666667
283,1575018568.713156,3.0,72.66666666666667
284,1575018631.304736,3.0,73.0
285,1575018693.900063,3.0,72.93333333333334
286,1575018756.494932,3.0,72.23333333333333
287,1575018819.086793,3.0,72.0
288,1575018881.678105,3.0,72.5
289,1575018944.273661,3.0,73.0
290,1575019006.865107,3.0,72.9
291,1575019069.4608731,3.0,73.0
292,1575019132.052335,3.0,72.9
293,1575019194.6478071,3.0,72.13333333333334
294,1575019257.244577,3.0,72.0
295,1575019319.833596,3.0,72.0
296,1575019382.4264472,3.0,72.0
297,1575019445.017128,3.0,72.0
298,1575019507.609074,3.0,72.8
299,1575019570.206811,3.0,72.93333333333334
300,1575019632.803876,3.0,72.26666666666667
301,1575019695.401972,3.0,72.0
302,1575019757.996108,3.0,72.43333333333334
303,1575019820.589739,3.0,73.2
304,1575019883.1830971,3.0,74.0
305,1575019945.777067,3.0,74.0
306,1575020008.369428,3.0,74.0
307,1575020070.961659,3.0,73.53333333333333
308,1575020133.555263,3.0,73.0
309,1575020196.150532,3.0,72.96666666666667
310,1575020258.7445722,3.0,72.86666666666666
311,1575020321.3400369,3.0,73.0
312,1575020383.9362972,3.0,72.96666666666667
313,1575020446.5297608,3.0,73.0
314,1575020509.1266189,3.0,72.36666666666666
315,1575020571.718488,3.0,72.0
316,1575020634.314057,3.0,72.7
317,1575020696.906074,3.0,72.3
318,1575020759.502469,3.0,72.1
319,1575020822.095304,3.0,72.63333333333334
320,1575020884.689538,3.0,73.0
321,1575020947.2825642,3.0,72.96666666666667
322,1575021009.875524,3.0,73.0
323,1575021072.470891,3.0,72.83333333333333
324,1575021135.063284,3.0,72.83333333333333
325,1575021197.657576,3.0,72.83333333333333
326,1575021260.251164,3.0,73.0
327,1575021322.841879,3.0,73.16666666666667
328,1575021385.4341779,3.0,73.0
329,1575021448.029263,3.0,72.4
330,1575021510.622498,3.0,72.0
331,1575021573.213961,3.0,72.0
332,1575021635.8049,3.0,72.13333333333334
333,1575021698.393738,3.0,72.6
334,1575021760.984317,3.0,72.2
335,1575021823.574191,3.0,72.0
336,1575021886.1643882,3.0,72.0
337,1575021948.7559571,3.0,72.03333333333333
338,1575022011.346466,3.0,72.23333333333333
339,1575022073.940167,3.0,72.0
340,1575022136.528511,3.0,72.0
341,1575022199.11875,3.0,72.0
342,1575022261.708949,3.0,71.8
343,1575022324.3008099,3.0,72.0
344,1575022386.8923721,3.0,72.06666666666666
345,1575022449.486272,3.0,72.0
346,1575022512.077744,3.0,72.03333333333333
347,1575022574.669338,3.0,72.63333333333334
348,1575022637.265007,3.0,73.0
349,1575022699.8576221,3.0,73.73333333333333
350,1575022762.448024,3.0,74.0
351,1575022825.038939,3.0,73.33333333333333
352,1575022887.630977,3.0,71.76666666666667
353,1575022950.2260132,3.0,72.0
354,1575023012.817375,3.0,72.0
355,1575023075.409636,3.0,72.0
356,1575023138.00052,3.0,72.0
357,1575023200.593163,3.0,72.2
358,1575023263.183709,3.0,73.0
359,1575023325.778293,3.0,73.0
360,1575023388.370496,3.0,73.0
361,1575023450.965017,3.0,73.0
362,1575023513.557777,3.0,73.0
363,1575023576.149133,3.0,73.0
364,1575023638.7451,3.0,73.0
365,1575023701.331123,3.0,73.0
366,1575023763.92223,3.0,72.13333333333334
367,1575023826.510397,3.0,72.0
368,1575023889.100058,3.0,72.7
369,1575023951.691053,3.0,73.0
370,1575024014.2802029,3.0,73.53333333333333
371,1575024076.870238,3.0,73.56666666666666
372,1575024139.459337,3.0,73.06666666666666
373,1575024202.349471,3.0,73.06666666666666
374,1575024264.63851,3.0,72.33333333333333
375,1575024327.227319,3.0,71.33333333333333
376,1575024389.818316,3.0,72.5
377,1575024452.41234,3.0,73.53333333333333
378,1575024515.006268,3.0,74.0
379,1575024577.595884,3.0,74.0
380,1575024640.186312,3.0,73.23333333333333
381,1575024702.777828,3.0,73.0
382,1575024765.368211,3.0,73.26666666666667
383,1575024827.962696,3.0,74.0
384,1575024890.55479,3.0,73.4
385,1575024953.147754,3.0,73.0
386,1575025015.742947,3.0,73.6
387,1575025078.334409,3.0,74.16666666666667
388,1575025140.9284449,3.0,73.63333333333334
389,1575025203.519375,3.0,73.03333333333333
390,1575025266.110018,3.0,73.0
391,1575025328.701064,3.0,73.0
392,1575025391.292665,3.0,73.0
393,1575025453.883274,3.0,72.0
394,1575025516.47424,3.0,72.6
395,1575025579.064325,3.0,73.86666666666666
396,1575025641.655562,3.0,72.8
397,1575025704.247459,3.0,72.2
398,1575025766.837932,3.0,72.0
399,1575025829.428659,3.0,72.33333333333333
400,1575025892.019078,3.0,73.0
401,1575025954.6140358,3.0,73.23333333333333
402,1575026017.207647,3.0,74.0
403,1575026079.7971551,3.0,73.5
404,1575026142.389426,3.0,73.16666666666667
405,1575026204.982808,3.0,73.26666666666667
406,1575026267.5779471,3.0,73.0
407,1575026330.169549,3.0,73.46666666666667
408,1575026392.763686,3.0,74.0
409,1575026455.3543198,3.0,74.0
410,1575026517.946017,3.0,74.0
411,1575026580.538001,3.0,73.7
412,1575026643.131336,3.0,73.0
413,1575026705.726369,3.0,73.0
414,1575026768.325036,3.0,73.0
415,1575026830.923312,3.0,73.06666666666666
416,1575026893.522002,3.0,73.13333333333334
417,1575026956.121104,3.0,73.66666666666667
418,1575027018.715141,3.0,74.0
419,1575027081.310013,3.0,74.0
420,1575027143.903633,3.0,73.8
421,1575027206.50081,3.0,74.0
422,1575027269.095833,3.0,74.0
423,1575027331.691952,3.0,74.0
424,1575027394.28646,3.0,74.0
425,1575027456.881685,3.0,74.0
426,1575027519.475551,3.0,74.03333333333333
427,1575027582.0713859,3.0,74.46666666666667
428,1575027644.664136,3.0,75.0
429,1575027707.2597039,2.933333333333333,75.0
430,1575027769.852825,2.033333333333333,75.06666666666666
431,1575027832.449515,2.0,75.26666666666667
432,1575027895.0418448,2.0,75.26666666666667
433,1575027957.63401,2.0,76.1
434,1575028020.227641,2.0,76.36666666666666
435,1575028082.819517,2.0,75.7
436,1575028145.414933,2.0,75.0
437,1575028208.007431,2.0,75.3
438,1575028270.601642,2.0,75.3
439,1575028333.193954,2.0,75.46666666666667
