time,temperature,humidity
1575007440.856397,5.00,70.00
1575007441.884028,5.00,70.00
1575007442.945068,5.00,70.00
1575007443.969396,5.00,70.00
1575007445.030246,5.00,70.00
1575007446.056847,5.00,70.00
1575007447.117554,5.00,70.00
1575007448.143058,5.00,69.00
1575007449.202767,5.00,69.00
1575007450.230515,5.00,70.00
1575007451.291498,5.00,70.00
1575007452.315271,5.00,70.00
1575007453.376809,5.00,70.00
1575007454.401458,5.00,69.00
1575007455.462162,5.00,69.00
1575007456.48891,5.00,70.00
1575007457.549818,5.00,70.00
1575007458.575083,5.00,69.00
1575007459.63625,5.00,69.00
1575007460.662403,5.00,70.00
1575007461.723393,5.00,70.00
1575007462.747789,5.00,70.00
1575007463.808823,5.00,70.00
1575007464.836473,5.00,70.00
1575007465.897485,5.00,70.00
1575007466.921215,5.00,70.00
1575007467.982045,5.00,70.00
1575007469.007654,5.00,70.00
1575007470.068055,5.00,70.00
1575007471.094609,5.00,70.00
1575007472.155642,5.00,70.00
1575007473.180719,5.00,70.00
1575007474.240743,5.00,70.00
1575007475.268299,5.00,70.00
1575007476.329284,5.00,70.00
1575007477.353393,5.00,70.00
1575007478.414322,5.00,70.00
1575007479.44233,5.00,70.00
1575007480.503274,5.00,70.00
1575007481.527254,5.00,70.00
1575007482.588148,5.00,70.00
1575007483.612045,5.00,70.00
1575007484.672793,5.00,70.00
1575007485.700442,5.00,70.00
1575007486.761468,5.00,70.00
1575007487.785601,5.00,70.00
1575007488.846415,5.00,70.00
1575007489.874214,5.00,70.00
1575007490.935292,5.00,70.00
1575007491.959503,5.00,70.00
1575007493.020283,5.00,70.00
1575007494.043833,5.00,70.00
1575007495.105934,5.00,70.00
1575007496.132328,5.00,70.00
1575007497.193336,5.00,70.00
1575007498.219424,5.00,70.00
1575007499.279443,5.00,70.00
1575007500.306458,5.00,70.00
1575007501.366842,5.00,70.00
1575007502.392215,5.00,70.00
1575007503.4517,5.00,70.00
1575007504.479553,5.00,70.00
1575007505.540463,5.00,70.00
1575007506.564204,5.00,70.00
1575007507.625202,5.00,70.00
1575007508.650774,5.00,70.00
1575007509.711459,5.00,70.00
1575007510.738771,5.00,70.00
1575007511.799117,5.00,70.00
1575007512.822869,5.00,70.00
1575007513.883741,5.00,70.00
1575007514.911638,5.00,70.00
1575007515.972595,5.00,70.00
1575007516.99683,5.00,70.00
1575007518.057998,5.00,70.00
1575007519.082873,5.00,70.00
1575007520.143275,5.00,70.00
1575007521.170008,5.00,70.00
1575007522.230872,5.00,70.00
1575007523.256386,5.00,70.00
1575007524.316127,5.00,70.00
1575007525.343493,5.00,70.00
1575007526.404463,5.00,70.00
1575007527.428748,5.00,70.00
1575007528.489648,5.00,70.00
1575007529.517552,5.00,70.00
1575007530.578629,5.00,70.00
1575007531.602291,5.00,70.00
1575007532.663718,5.00,70.00
1575007533.687393,5.00,70.00
1575007534.74944,5.00,70.00
1575007535.776301,5.00,70.00
1575007536.836908,5.00,70.00
1575007537.860925,5.00,70.00
1575007538.921678,5.00,70.00
1575007539.949204,5.00,70.00
1575007541.010271,5.00,70.00
1575007542.034545,5.00,70.00
1575007543.095459,5.00,70.00
1575007544.12311,5.00,70.00
1575007545.184177,5.00,70.00
1575007546.208554,5.00,70.00
1575007547.269361,5.00,70.00
1575007548.293047,5.00,71.00
1575007549.354011,5.00,71.00
1575007550.381807,5.00,71.00
1575007551.443169,5.00,71.00
1575007552.46718,5.00,71.00
1575007553.52772,5.00,71.00
1575007554.555253,5.00,71.00
1575007555.616659,5.00,71.00
1575007556.64052,5.00,71.00
1575007557.701435,5.00,71.00
1575007558.72903,5.00,71.00
1575007559.789951,5.00,71.00
1575007560.814087,5.00,71.00
1575007561.875107,5.00,71.00
1575007562.901632,5.00,71.00
1575007563.962738,5.00,71.00
1575007564.988226,5.00,71.00
1575007566.049172,5.00,71.00
1575007567.072621,5.00,71.00
1575007568.136516,5.00,71.00
1575007569.161534,5.00,71.00
1575007570.221195,5.00,71.00
1575007571.246531,5.00,71.00
1575007572.307108,5.00,71.00
1575007573.335645,5.00,71.00
1575007574.395928,5.00,71.00
1575007575.41967,5.00,71.00
1575007576.481098,5.00,71.00
1575007577.508612,5.00,71.00
1575007578.568348,5.00,71.00
1575007579.593774,5.00,71.00
1575007580.654811,5.00,71.00
1575007581.681249,5.00,71.00
1575007582.742282,5.00,71.00
1575007583.767712,5.00,71.00
1575007584.827692,5.00,71.00
1575007585.855199,5.00,71.00
1575007586.916207,5.00,71.00
1575007587.939874,5.00,71.00
1575007589.001116,5.00,71.00
1575007590.026191,5.00,71.00
1575007591.086964,5.00,71.00
1575007592.113402,5.00,71.00
1575007593.17452,5.00,71.00
1575007594.19972,5.00,71.00
1575007595.260236,5.00,71.00
1575007596.288268,5.00,71.00
1575007597.347886,5.00,71.00
1575007598.372992,5.00,71.00
1575007599.433915,5.00,71.00
1575007600.460475,5.00,71.00
1575007601.521596,5.00,71.00
1575007602.545885,5.00,71.00
1575007603.606872,5.00,71.00
1575007604.634563,5.00,71.00
1575007605.695731,5.00,71.00
1575007606.719773,5.00,71.00
1575007607.780668,5.00,71.00
1575007608.808837,5.00,71.00
1575007609.869496,5.00,71.00
1575007610.893469,5.00,71.00
1575007611.95432,5.00,71.00
1575007612.978402,5.00,71.00
1575007614.039239,5.00,71.00
1575007615.067016,5.00,71.00
1575007616.128155,5.00,71.00
1575007617.151809,5.00,71.00
1575007618.212448,5.00,71.00
1575007619.240384,5.00,71.00
1575007620.301241,5.00,71.00
1575007621.325117,5.00,71.00
1575007622.386236,5.00,71.00
1575007623.414025,5.00,71.00
1575007624.474949,5.00,71.00
1575007625.499169,5.00,71.00
1575007626.560118,5.00,71.00
1575007627.586909,5.00,71.00
1575007628.647877,5.00,71.00
1575007629.673268,5.00,71.00
1575007630.734222,5.00,71.00
1575007631.76092,5.00,71.00
1575007632.821818,5.00,71.00
1575007633.845819,5.00,71.00
1575007634.906559,5.00,71.00
1575007635.931897,5.00,71.00
1575007636.992411,5.00,71.00
1575007638.020179,5.00,71.00
1575007639.080005,5.00,71.00
1575007640.105285,5.00,71.00
1575007641.16598,5.00,71.00
1575007642.193633,5.00,71.00
1575007643.254634,5.00,71.00
1575007644.278778,5.00,71.00
1575007645.33954,5.00,71.00
1575007646.366255,5.00,71.00
1575007647.427184,5.00,71.00
1575007648.452374,5.00,71.00
1575007649.513714,5.00,71.00
1575007650.539921,5.00,71.00
1575007651.601307,5.00,71.00
1575007652.626479,5.00,71.00
1575007653.686292,5.00,71.00
1575007654.710973,5.00,71.00
1575007655.774673,5.00,71.00
1575007656.799676,5.00,71.00
1575007657.859335,5.00,71.00
1575007658.884525,5.00,71.00
1575007659.945532,5.00,71.00
1575007660.973409,5.00,71.00
1575007662.03294,5.00,71.00
1575007663.058221,5.00,71.00
1575007664.119,5.00,71.00
1575007665.146777,5.00,71.00
1575007666.207838,5.00,71.00
1575007667.231603,5.00,71.00
1575007668.29249,5.00,71.00
1575007669.31909,5.00,71.00
1575007670.380073,5.00,71.00
1575007671.405615,5.00,71.00
1575007672.46677,5.00,71.00
1575007673.493227,5.00,71.00
1575007674.554053,5.00,71.00
1575007675.578103,5.00,71.00
1575007676.639003,5.00,71.00
1575007677.663952,5.00,71.00
1575007678.724672,5.00,71.00
1575007679.752898,5.00,71.00
1575007680.812313,5.00,71.00
1575007681.837549,5.00,71.00
1575007682.898235,5.00,71.00
1575007683.926703,5.00,71.00
1575007684.985942,5.00,71.00
1575007686.011264,5.00,71.00
1575007687.072295,5.00,71.00
1575007688.098585,5.00,71.00
1575007689.15958,5.00,71.00
1575007690.184947,5.00,71.00
1575007691.24463,5.00,71.00
1575007692.272449,5.00,71.00
1575007693.333492,5.00,71.00
1575007694.357829,5.00,71.00
1575007695.419069,5.00,71.00
1575007696.44657,5.00,71.00
1575007697.507494,5.00,71.00
1575007698.531133,5.00,71.00
1575007699.592363,5.00,71.00
1575007700.61744,5.00,71.00
1575007701.678217,5.00,71.00
1575007702.704575,5.00,71.00
1575007703.765824,5.00,71.00
1575007704.790869,5.00,71.00
1575007705.851549,5.00,71.00
1575007706.878322,5.00,71.00
1575007707.939127,5.00,71.00
1575007708.964198,5.00,71.00
1575007710.024307,5.00,71.00
1575007711.051773,5.00,71.00
1575007712.112763,5.00,71.00
1575007713.137229,5.00,71.00
1575007714.198106,5.00,71.00
1575007715.225797,5.00,71.00
1575007716.286819,5.00,71.00
1575007717.310923,5.00,71.00
1575007718.371811,5.00,71.00
1575007719.399757,5.00,71.00
1575007720.459511,5.00,71.00
1575007721.484619,5.00,71.00
1575007722.545648,5.00,71.00
1575007723.569558,5.00,71.00
1575007724.630242,5.00,71.00
1575007725.658215,5.00,71.00
1575007726.719077,5.00,71.00
1575007727.743047,5.00,71.00
1575007728.805792,5.00,71.00
1575007729.831755,5.00,71.00
1575007730.891547,5.00,71.00
1575007731.91721,5.00,71.00
1575007732.97799,5.00,71.00
1575007734.004589,5.00,71.00
1575007735.065588,5.00,71.00
1575007736.091474,5.00,71.00
1575007737.150697,5.00,71.00
1575007738.176072,5.00,71.00
1575007739.236321,5.00,71.00
1575007740.263977,5.00,71.00
1575007741.323923,5.00,71.00
1575007742.349411,5.00,71.00
1575007743.409891,5.00,71.00
1575007744.437885,5.00,71.00
1575007745.497547,5.00,71.00
1575007746.522632,5.00,71.00
1575007747.583665,5.00,71.00
1575007748.610123,5.00,71.00
1575007749.671178,5.00,71.00
1575007750.696909,5.00,71.00
1575007751.756507,5.00,71.00
1575007752.784055,5.00,71.00
1575007753.845068,5.00,71.00
1575007754.869076,5.00,71.00
1575007755.929911,5.00,71.00
1575007756.954965,5.00,71.00
1575007758.015925,5.00,71.00
1575007759.042398,5.00,71.00
1575007760.103379,5.00,71.00
1575007761.128634,5.00,71.00
1575007762.189499,5.00,71.00
1575007763.217309,5.00,71.00
1575007764.276996,5.00,71.00
1575007765.301988,5.00,71.00
1575007766.362834,5.00,71.00
1575007767.389589,5.00,71.00
1575007768.450518,5.00,71.00
1575007769.476125,5.00,71.00
1575007770.535927,5.00,71.00
1575007771.563495,5.00,71.00
1575007772.624473,5.00,71.00
1575007773.648793,5.00,71.00
1575007774.709677,5.00,71.00
1575007775.734454,5.00,71.00
1575007776.795144,5.00,71.00
1575007777.82193,5.00,71.00
1575007778.88278,5.00,71.00
1575007779.908165,5.00,71.00
1575007780.968836,5.00,71.00
1575007781.996097,5.00,71.00
1575007783.056391,5.00,71.00
1575007784.08155,5.00,71.00
1575007785.142444,5.00,71.00
1575007786.169068,5.00,71.00
1575007787.229995,5.00,71.00
1575007788.254165,5.00,71.00
1575007789.315066,5.00,71.00
1575007790.343585,5.00,71.00
1575007791.404014,5.00,71.00
1575007792.428001,5.00,71.00
1575007793.488919,5.00,71.00
1575007794.512922,5.00,71.00
1575007795.573593,5.00,71.00
1575007796.601395,5.00,71.00
1575007797.662503,5.00,71.00
1575007798.686415,5.00,71.00
1575007799.74769,5.00,71.00
1575007800.775121,5.00,71.00
1575007801.836248,5.00,71.00
1575007802.86029,5.00,71.00
1575007803.921303,5.00,71.00
1575007804.949198,5.00,71.00
1575007806.008891,5.00,71.00
1575007807.034086,5.00,71.00
1575007808.094996,5.00,71.00
1575007809.119105,5.00,71.00
1575007810.180198,5.00,71.00
1575007811.207668,5.00,71.00
1575007812.268849,5.00,71.00
1575007813.292823,5.00,71.00
1575007814.353773,5.00,71.00
1575007815.380141,5.00,71.00
1575007816.441077,5.00,71.00
1575007817.466533,5.00,71.00
1575007818.527577,5.00,71.00
1575007819.55405,5.00,71.00
1575007820.615,5.00,71.00
1575007821.639086,5.00,71.00
1575007822.700215,5.00,71.00
1575007823.724996,5.00,71.00
1575007824.785783,5.00,71.00
1575007825.813713,5.00,71.00
1575007826.873334,5.00,71.00
1575007827.898505,5.00,71.00
1575007828.95955,5.00,71.00
1575007829.98574,5.00,71.00
1575007831.046914,5.00,71.00
1575007832.072145,5.00,72.00
1575007833.132033,5.00,72.00
1575007834.159747,5.00,71.00
1575007835.220895,5.00,71.00
1575007836.244919,5.00,71.00
1575007837.305942,5.00,71.00
1575007838.330692,5.00,71.00
1575007839.391535,5.00,71.00
1575007840.419593,5.00,71.00
1575007841.479125,5.00,71.00
1575007842.504265,5.00,71.00
1575007843.565128,5.00,71.00
1575007844.591452,5.00,71.00
1575007845.652833,5.00,71.00
1575007846.678034,5.00,71.00
1575007847.737789,5.00,71.00
1575007848.765618,5.00,71.00
1575007849.826522,5.00,71.00
1575007850.85063,5.00,71.00
1575007851.911745,5.00,71.00
1575007852.93663,5.00,71.00
1575007853.997479,5.00,71.00
1575007855.023769,5.00,71.00
1575007856.084883,5.00,71.00
1575007857.11008,5.00,71.00
1575007858.170735,5.00,71.00
1575007859.208285,5.00,71.00
1575007860.258437,5.00,71.00
1575007861.283398,5.00,72.00
1575007862.344473,5.00,72.00
1575007863.371037,5.00,71.00
1575007864.431942,5.00,71.00
1575007865.456427,5.00,71.00
1575007866.517393,5.00,71.00
1575007867.542025,5.00,71.00
1575007868.605953,5.00,71.00
1575007869.629609,5.00,71.00
1575007870.690604,5.00,71.00
1575007871.715887,5.00,71.00
1575007872.776482,5.00,71.00
1575007873.802872,5.00,72.00
1575007874.863569,5.00,72.00
1575007875.889219,5.00,71.00
1575007876.950148,5.00,71.00
1575007877.97671,5.00,72.00
1575007879.037689,5.00,72.00
1575007880.062743,5.00,72.00
1575007881.122294,5.00,72.00
1575007882.147624,5.00,72.00
1575007883.208379,5.00,72.00
1575007884.236224,5.00,72.00
1575007885.297223,5.00,72.00
1575007886.320875,5.00,72.00
1575007887.382359,5.00,72.00
1575007888.40855,5.00,72.00
1575007889.469791,5.00,72.00
1575007890.494853,5.00,72.00
1575007891.554283,5.00,72.00
1575007892.579735,5.00,72.00
1575007893.640233,5.00,72.00
1575007894.668266,5.00,72.00
1575007895.728994,5.00,72.00
1575007896.752909,5.00,72.00
1575007897.814106,5.00,72.00
1575007898.840518,5.00,72.00
1575007899.90156,5.00,72.00
1575007900.926662,5.00,72.00
1575007901.98652,5.00,72.00
1575007903.011631,5.00,72.00
1575007904.072216,5.00,72.00
1575007905.100264,5.00,72.00
1575007906.161425,5.00,72.00
1575007907.185204,5.00,72.00
1575007908.246171,5.00,72.00
1575007909.273766,5.00,72.00
1575007910.33357,5.00,72.00
1575007911.358744,5.00,72.00
1575007912.41958,5.00,72.00
1575007913.443538,5.00,72.00
1575007914.504261,5.00,72.00
1575007915.532292,5.00,72.00
1575007916.593037,5.00,72.00
1575007917.617042,5.00,72.00
1575007918.678159,5.00,72.00
1575007919.705979,5.00,72.00
1575007920.765676,5.00,72.00
1575007921.790649,5.00,72.00
1575007922.851505,5.00,72.00
1575007923.875672,5.00,72.00
1575007924.936251,5.00,72.00
1575007925.964109,5.00,72.00
1575007927.024974,5.00,72.00
1575007928.049025,5.00,72.00
1575007929.109976,5.00,72.00
1575007930.137773,5.00,72.00
1575007931.198709,5.00,72.00
1575007932.222546,5.00,72.00
1575007933.283512,5.00,72.00
1575007934.307652,5.00,72.00
1575007935.368496,5.00,72.00
1575007936.396455,5.00,72.00
1575007937.457129,5.00,72.00
1575007938.480917,5.00,72.00
1575007939.541984,5.00,72.00
1575007940.57006,5.00,72.00
1575007941.629578,5.00,72.00
1575007942.654567,5.00,72.00
1575007943.715962,5.00,72.00
1575007944.739812,5.00,72.00
1575007945.800432,5.00,72.00
1575007946.828126,5.00,72.00
1575007947.889234,5.00,72.00
1575007948.913042,5.00,72.00
1575007949.974038,5.00,72.00
1575007951.001866,5.00,72.00
1575007952.061698,5.00,72.00
1575007953.086787,5.00,72.00
1575007954.14783,5.00,72.00
1575007955.171606,5.00,72.00
1575007956.232384,5.00,72.00
1575007957.260722,5.00,72.00
1575007958.321147,5.00,72.00
1575007959.345061,5.00,72.00
1575007960.406228,5.00,72.00
1575007961.433882,5.00,72.00
1575007962.493622,5.00,72.00
1575007963.518965,5.00,72.00
1575007964.579725,5.00,72.00
1575007965.603635,5.00,72.00
1575007966.664269,5.00,72.00
1575007967.692182,5.00,72.00
1575007968.753192,5.00,72.00
1575007969.777173,5.00,72.00
1575007970.838201,5.00,72.00
1575007971.866104,5.00,72.00
1575007972.92797,5.00,72.00
1575007973.951315,5.00,72.00
1575007975.012098,5.00,72.00
1575007976.03578,5.00,72.00
1575007977.096424,5.00,72.00
1575007978.124457,5.00,72.00
1575007979.185103,5.00,72.00
1575007980.209098,5.00,72.00
1575007981.270355,5.00,72.00
1575007982.298061,5.00,72.00
1575007983.358848,5.00,72.00
1575007984.382958,5.00,72.00
1575007985.44398,5.00,72.00
1575007986.467646,5.00,72.00
1575007987.529651,5.00,72.00
1575007988.55624,5.00,72.00
1575007989.617211,5.00,72.00
1575007990.642122,5.00,72.00
1575007991.701961,5.00,72.00
1575007992.729482,5.00,72.00
1575007993.790449,5.00,72.00
1575007994.814603,5.00,72.00
1575007995.875761,5.00,72.00
1575007996.90355,5.00,72.00
1575007997.964619,5.00,72.00
1575007998.988667,5.00,72.00
1575008000.049277,5.00,72.00
1575008001.073174,5.00,72.00
1575008002.134024,5.00,72.00
1575008003.16185,5.00,72.00
1575008004.222733,5.00,72.00
1575008005.246729,5.00,72.00
1575008006.307852,5.00,72.00
1575008007.336385,5.00,72.00
1575008008.396575,5.00,72.00
1575008009.420648,5.00,71.00
1575008010.481833,5.00,71.00
1575008011.505462,5.00,72.00
1575008012.567306,5.00,72.00
1575008013.593884,5.00,72.00
1575008014.654749,5.00,72.00
1575008015.678882,5.00,72.00
1575008016.740016,5.00,72.00
1575008017.767604,5.00,71.00
1575008018.828622,5.00,71.00
1575008019.852791,5.00,71.00
1575008020.913578,5.00,71.00
1575008021.941679,5.00,72.00
1575008023.001901,5.00,72.00
1575008024.026654,5.00,72.00
1575008025.087668,5.00,72.00
1575008026.111429,5.00,71.00
1575008027.17227,5.00,71.00
1575008028.199884,5.00,72.00
1575008029.260961,5.00,72.00
1575008030.284925,5.00,72.00
1575008031.345907,5.00,72.00
1575008032.373594,5.00,72.00
1575008033.433457,5.00,72.00
1575008034.458929,5.00,72.00
1575008035.519725,5.00,72.00
1575008036.54326,5.00,72.00
1575008037.604025,5.00,72.00
1575008038.631791,5.00,72.00
1575008039.693292,5.00,72.00
1575008040.717239,5.00,72.00
1575008041.778078,5.00,72.00
1575008042.805598,5.00,72.00
1575008043.86659,5.00,72.00
1575008044.89076,5.00,72.00
1575008045.95163,5.00,72.00
1575008046.978362,5.00,72.00
1575008048.039217,5.00,72.00
1575008049.064192,5.00,72.00
1575008050.125188,5.00,72.00
1575008051.149454,5.00,72.00
1575008052.210022,5.00,72.00
1575008053.237893,5.00,72.00
1575008054.297965,5.00,72.00
1575008055.322789,5.00,72.00
1575008056.383825,5.00,72.00
1575008057.4106,5.00,72.00
1575008058.471334,5.00,72.00
1575008059.496908,5.00,72.00
1575008060.55682,5.00,72.00
1575008061.581401,5.00,72.00
1575008062.642318,5.00,72.00
1575008063.669936,5.00,72.00
1575008064.731125,5.00,72.00
1575008065.75499,5.00,72.00
1575008066.815897,5.00,72.00
1575008067.843284,5.00,71.00
1575008068.904251,5.00,71.00
1575008069.928494,5.00,71.00
1575008070.989451,5.00,71.00
1575008072.016176,5.00,71.00
1575008073.0776,5.00,71.00
1575008074.102447,5.00,72.00
1575008075.162612,5.00,72.00
1575008076.187195,5.00,72.00
1575008077.247956,5.00,72.00
1575008078.275743,5.00,72.00
1575008079.336638,5.00,72.00
1575008080.36074,5.00,72.00
1575008081.421905,5.00,72.00
1575008082.448221,5.00,72.00
1575008083.509119,5.00,72.00
1575008084.534539,5.00,72.00
1575008085.594281,5.00,72.00
1575008086.622108,5.00,72.00
1575008087.683104,5.00,72.00
1575008088.707275,5.00,72.00
1575008089.767948,5.00,72.00
1575008090.793309,5.00,72.00
1575008091.853713,5.00,72.00
1575008092.880293,5.00,71.00
1575008093.941381,5.00,71.00
1575008094.966506,5.00,71.00
1575008096.027567,5.00,71.00
1575008097.054003,5.00,72.00
1575008098.114993,5.00,72.00
1575008099.13939,5.00,72.00
1575008100.200137,5.00,72.00
1575008101.22506,5.00,72.00
1575008102.288715,5.00,72.00
1575008103.312456,5.00,72.00
1575008104.373545,5.00,72.00
1575008105.398916,5.00,71.00
1575008106.45975,5.00,71.00
1575008107.487378,5.00,71.00
1575008108.547136,5.00,71.00
1575008109.572284,5.00,71.00
1575008110.633044,5.00,71.00
1575008111.659708,5.00,71.00
1575008112.720605,5.00,71.00
1575008113.746168,5.00,71.00
1575008114.805795,5.00,71.00
1575008115.830542,5.00,72.00
1575008116.894317,5.00,72.00
1575008117.918269,5.00,71.00
1575008118.979173,5.00,71.00
1575008120.004423,5.00,72.00
1575008121.064996,5.00,72.00
1575008122.092576,5.00,72.00
1575008123.152432,5.00,72.00
1575008124.17814,5.00,72.00
1575008125.238907,5.00,72.00
1575008126.265467,5.00,72.00
1575008127.32628,5.00,72.00
1575008128.351204,5.00,72.00
1575008129.410953,5.00,72.00
1575008130.436379,5.00,72.00
1575008131.497045,5.00,72.00
1575008132.524662,4.00,71.00
1575008133.585945,4.00,71.00
1575008134.609767,4.00,71.00
1575008135.670628,4.00,71.00
1575008136.697327,4.00,71.00
1575008137.75824,4.00,71.00
1575008138.783653,4.00,71.00
1575008139.843683,4.00,71.00
1575008140.868668,4.00,71.00
1575008141.929068,4.00,71.00
1575008142.956897,4.00,71.00
1575008144.017908,4.00,71.00
1575008145.041935,4.00,71.00
1575008146.102568,4.00,71.00
1575008147.130143,4.00,71.00
1575008148.191038,4.00,71.00
1575008149.215465,4.00,71.00
1575008150.27642,4.00,71.00
1575008151.302928,4.00,71.00
1575008152.363862,4.00,71.00
1575008153.389249,4.00,71.00
1575008154.449983,4.00,71.00
1575008155.473944,4.00,71.00
1575008156.534751,4.00,71.00
1575008157.562426,4.00,71.00
1575008158.62343,4.00,71.00
1575008159.647618,4.00,71.00
1575008160.708574,4.00,71.00
1575008161.735043,4.00,71.00
1575008162.796152,4.00,71.00
1575008163.821468,4.00,71.00
1575008164.881284,4.00,71.00
1575008165.909036,4.00,71.00
1575008166.970059,4.00,71.00
1575008167.99426,4.00,72.00
1575008169.054687,4.00,72.00
1575008170.080212,4.00,72.00
1575008171.140005,4.00,72.00
1575008172.167583,4.00,72.00
1575008173.230606,4.00,72.00
1575008174.252902,4.00,72.00
1575008175.313672,4.00,72.00
1575008176.338691,4.00,72.00
1575008177.3994,4.00,72.00
1575008178.426204,4.00,72.00
1575008179.486944,4.00,72.00
1575008180.511899,4.00,72.00
1575008181.571697,4.00,72.00
1575008182.599505,4.00,72.00
1575008183.660486,4.00,72.00
1575008184.684207,4.00,72.00
1575008185.745788,4.00,72.00
1575008186.770586,4.00,72.00
1575008187.83135,4.00,72.00
1575008188.858084,4.00,72.00
1575008189.91924,4.00,72.00
1575008190.944398,4.00,72.00
1575008192.00491,4.00,72.00
1575008193.031509,4.00,72.00
1575008194.092507,4.00,72.00
1575008195.116486,4.00,72.00
1575008196.17762,4.00,72.00
1575008197.202469,4.00,72.00
1575008198.263112,4.00,72.00
1575008199.291729,4.00,72.00
1575008200.350796,4.00,72.00
1575008201.376077,4.00,72.00
1575008202.436939,4.00,72.00
1575008203.463544,4.00,72.00
1575008204.524521,4.00,72.00
1575008205.54917,4.00,72.00
1575008206.611,4.00,72.00
1575008207.634724,4.00,72.00
1575008208.69514,4.00,72.00
1575008209.723059,5.00,73.00
1575008210.783969,5.00,73.00
1575008211.807857,4.00,72.00
1575008212.868979,4.00,72.00
1575008213.89546,5.00,73.00
1575008214.956391,5.00,73.00
1575008215.98171,4.00,71.00
1575008217.042842,4.00,71.00
1575008218.066575,4.00,72.00
1575008219.127216,4.00,72.00
1575008220.155254,5.00,73.00
1575008221.216827,5.00,73.00
1575008222.240238,5.00,72.00
1575008223.301174,5.00,72.00
1575008224.328603,5.00,72.00
1575008225.388328,5.00,72.00
1575008226.413661,5.00,72.00
1575008227.474758,5.00,72.00
1575008228.501195,4.00,71.00
1575008229.562237,4.00,71.00
1575008230.58754,5.00,72.00
1575008231.647156,5.00,72.00
1575008232.672129,5.00,72.00
1575008233.732942,5.00,72.00
1575008234.760398,4.00,71.00
1575008235.821387,4.00,71.00
1575008236.845621,5.00,72.00
1575008237.906655,5.00,72.00
1575008238.933119,5.00,72.00
1575008239.994307,5.00,72.00
1575008241.019332,4.00,71.00
1575008242.078922,4.00,71.00
1575008243.104027,5.00,72.00
1575008244.164691,5.00,72.00
1575008245.192566,4.00,71.00
1575008246.253408,4.00,71.00
1575008247.277448,4.00,71.00
1575008248.338417,4.00,71.00
1575008249.366295,5.00,72.00
1575008250.426092,5.00,72.00
1575008251.450988,5.00,72.00
1575008252.511929,5.00,72.00
1575008253.535829,5.00,72.00
1575008254.596488,5.00,72.00
1575008255.624335,5.00,72.00
1575008256.686267,5.00,72.00
1575008257.709665,5.00,72.00
1575008258.770221,5.00,72.00
1575008259.798169,5.00,72.00
1575008260.859052,5.00,72.00
1575008261.882896,5.00,72.00
1575008262.943898,5.00,72.00
1575008263.967931,5.00,72.00
1575008265.028551,5.00,72.00
1575008266.056487,5.00,72.00
1575008267.117455,5.00,72.00
1575008268.141263,5.00,72.00
1575008269.202248,5.00,72.00
1575008270.229979,4.00,71.00
1575008271.290962,4.00,71.00
1575008272.314911,5.00,72.00
1575008273.37638,5.00,72.00
1575008274.400047,5.00,72.00
1575008275.46174,5.00,72.00
1575008276.488742,4.00,71.00
1575008277.549276,4.00,71.00
1575008278.573236,4.00,71.00
1575008279.634184,4.00,71.00
1575008280.661979,5.00,72.00
1575008281.722979,5.00,72.00
1575008282.747288,5.00,72.00
1575008283.808438,5.00,72.00
1575008284.831809,4.00,71.00
1575008285.893782,4.00,71.00
1575008286.920422,4.00,71.00
1575008287.9815,4.00,71.00
1575008289.005578,4.00,71.00
1575008290.066611,4.00,71.00
1575008291.093783,4.00,71.00
1575008292.154765,4.00,71.00
1575008293.179171,5.00,72.00
1575008294.239989,5.00,72.00
1575008295.267868,4.00,71.00
1575008296.328886,4.00,71.00
1575008297.35257,5.00,72.00
1575008298.413446,5.00,72.00
1575008299.438786,4.00,71.00
1575008300.499533,4.00,71.00
1575008301.525778,4.00,71.00
1575008302.587276,4.00,71.00
1575008303.611057,4.00,71.00
1575008304.672013,4.00,71.00
1575008305.699772,4.00,71.00
1575008306.760845,4.00,71.00
1575008307.785015,4.00,71.00
1575008308.846015,4.00,71.00
1575008309.870576,5.00,72.00
1575008311.668044,5.00,72.00
1575008311.956815,4.00,71.00
1575008313.019034,4.00,71.00
1575008314.043999,5.00,72.00
1575008315.10379,5.00,72.00
1575008316.131566,5.00,72.00
1575008317.192762,5.00,72.00
1575008318.216945,4.00,71.00
1575008319.27781,4.00,71.00
1575008320.30254,5.00,72.00
1575008321.363246,5.00,72.00
1575008322.391136,5.00,72.00
1575008323.451079,5.00,72.00
1575008324.476276,5.00,72.00
1575008325.537152,5.00,72.00
1575008326.563467,5.00,72.00
1575008327.624522,5.00,72.00
1575008328.648852,5.00,72.00
1575008329.709635,5.00,72.00
1575008330.734375,5.00,72.00
1575008331.795126,5.00,72.00
1575008332.823042,5.00,72.00
1575008333.882681,5.00,72.00
1575008334.907903,5.00,72.00
1575008335.969362,5.00,72.00
1575008336.995512,5.00,72.00
1575008338.063289,5.00,72.00
1575008339.082067,5.00,72.00
1575008340.142091,5.00,72.00
1575008341.166739,5.00,72.00
1575008342.227245,5.00,72.00
1575008343.25506,5.00,72.00
1575008344.316092,5.00,72.00
1575008345.33975,5.00,72.00
1575008346.400761,5.00,72.00
1575008347.428037,5.00,72.00
1575008348.488428,5.00,72.00
1575008349.514185,5.00,72.00
1575008350.574631,5.00,72.00
1575008351.598285,5.00,72.00
